Score,Player_Name,Position,Team,Opposing_TeamFB,B2B,Salary,ImpPts,PtVal,MinutesProj,ProjPlusMinus,OppPlusMinus,Floor,AvgPts,Ceiling,Month_PPG,Season_PPG,Usage,UsageProj,PaceD,PER,Trend,MyTrends,Month_Salary_Change,Season_Salary_Change,Total,Pts,OppPts,Spread,Vegas,Run_Change,Season_Plus_Minus,Plus_Minus,Days_Between_games,OfficialPlusMinus,Refs,InjuryStatus,OppPlusMinusPct,Site_Salary,CeilingPct,Consistency,Month_Count,Season_Count,Confirmed,FloorPct,Pro_Pct,PtPerDPct,FloorPtPerDPct,ProjPlusMinusPct,Upside,FantasyResultId,SpreadPct,ProjPct,Season_PPG_Percentile,Salary_Movement,MyTrends|custom,ActualPoints,IsLocked,Month_X2,Month_X1,Month_X0,Season_X2,Season_X1,Season_X0,SourceId,PlayerId,EventTeamId,PositionId,EventId
84.33, Alexis Ajinca,PF,NO,@LAC,  ,10,12.21,2280.0,22.8,10.6,2.8,6.8,22.8,38.8,,,17.0,20.7,-0.4,15.43,0,0,0,-2,204.0,97.3,106.8,9.5,43,-1.0,,50,2,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,77,99,70,,,0,,51,0,99,30,99,,1246919,36,71,,89,0,,False,,,,,,,11,12203,30197001,201,3019700
83.3, Cody Zeller,C,CHR,@DEN,2A,13,15.84,1830.8,30.0,8.0,3.9,6.4,23.8,41.2,,,14.5,15.67,-1.1,15.8,0,0,3,-4,198.5,98.0,100.5,2.5,48,-2.0,,50,1,0.0,"Ben Taylor, Eric Dalen, James Capers",,83,99,74,,,0,,49,0,98,26,99,,1247075,58,75,,1,0,,False,,,,,,,11,12452,30197501,201,3019750
82.91, Rodney Stuckey,PG,IND,@HOU,  ,10,12.21,2000.0,27.0,7.8,3.5,6.2,20.0,33.8,,,19.7,21.39,0.3,12.59,0,0,-3,-11,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,81,99,54,,,0,,48,0,99,29,98,,1247012,47,64,,98,0,,False,,,,,,,11,12166,30197301,201,3019730
82.48, Terrence Jones,PF,HOU,IND,  ,13,15.84,1584.6,21.7,4.8,6.1,6.4,20.6,34.8,,,18.4,19.19,-0.3,14.79,0,0,-8,-5,207.0,104.3,102.8,-1.5,81,1.0,,50,3,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,92,95,57,,,0,,49,0,95,26,96,,1247030,53,67,,100,0,,False,,,,,,,11,12386,30197302,201,3019730
82.18, Lou Williams,SG,LAL,UTA,  ,22,26.71,1404.6,36.9,4.2,5.7,18.3,30.9,43.5,,,21.0,24.95,-5.3,17.61,0,0,8,1,192.0,94.8,97.3,2.5,28,-1.5,,50,2,0.1,"Brett Nansel, John Goble, Kevin Scott",,91,89,78,,,0,,89,0,89,37,94,,1247138,27,87,,0,0,,False,,,,,,,11,12032,30197702,201,3019770
82.14, Michael Carter-Williams,PG,MIL,@NY,  ,27,32.75,1359.3,41.2,4.0,3.3,22.4,36.7,51.0,,,22.5,22.45,-0.1,15.74,0,0,6,1,197.5,96.0,101.5,5.5,36,-3.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,79,89,91,,,0,,95,0,88,37,93,,1247044,46,96,,0,0,,False,,,,,,,11,12466,30197401,201,3019740
81.43, Jeff Green,PF,MEM,BOS,  ,19,23.09,1368.4,34.1,2.9,8.3,12.6,26.0,39.4,,,18.0,21.35,4.9,11.6,0,0,0,1,191.5,94.3,97.3,3.0,25,-1.2,,50,2,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,96,89,71,,,0,,75,0,88,29,90,,1246995,42,78,,89,0,,False,,,,,,,11,12160,30197202,201,3019720
81.38, Steven Adams,C,OKC,@POR,  ,10,12.21,1880.0,24.1,6.6,2.9,4.5,18.8,33.1,,,10.9,13.36,-1.6,14.71,0,0,0,-9,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,78,99,51,,,0,,40,0,98,26,98,,1247104,75,60,,89,0,,False,,,,,,,11,12478,30197601,201,3019760
81.35, Norris Cole,SG,NO,@LAC,  ,12,14.63,1650.0,27.6,5.2,7.6,8.1,19.8,31.5,,,19.8,22.01,-0.4,6.75,0,0,2,-2,204.0,97.3,106.8,9.5,43,-1.0,,50,2,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,95,97,45,,,0,,61,0,97,29,97,,1246929,36,63,,5,0,,False,,,,,,,11,12344,30197001,201,3019700
81.19, John Henson,C,MIL,@NY,  ,10,12.21,1830.0,19.2,6.1,3.6,3.9,18.3,32.7,,,17.9,18.74,-0.1,20.6,0,0,0,-7,197.5,96.0,101.5,5.5,36,-3.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,82,99,49,,,0,,38,0,98,25,97,,1247040,46,59,,89,0,,False,,,,,,,11,12382,30197401,201,3019740
80.61, Trey Burke,PG,UTA,@LAL,2A,14,17.05,1535.7,24.3,4.5,5.9,9.3,21.5,33.7,,,24.6,26.62,5.3,15.84,0,0,2,-8,192.0,97.3,94.8,-2.5,43,-0.5,,50,1,0.1,"Brett Nansel, John Goble, Kevin Scott",,92,99,53,,,0,,63,0,93,29,95,,1247131,73,68,,5,0,,False,,,,,,,11,12482,30197701,201,3019770
80.4, Trey Lyles,PF,UTA,@LAL,2A,10,12.21,1870.0,29.7,6.5,2.2,5.9,18.7,31.5,,,12.9,16.41,5.3,7.77,0,0,0,0,192.0,97.3,94.8,-2.5,43,-0.5,,50,1,0.1,"Brett Nansel, John Goble, Kevin Scott",,70,99,45,,,0,,46,0,98,28,98,,1247123,73,60,,89,0,,False,,,,,,,11,12072,30197701,201,3019770
80.31, Austin Rivers,PG,LAC,NO,2H,10,12.21,1770.0,24.5,5.5,3.4,4.4,17.7,31.0,,,16.8,22.1,0.4,10.42,0,0,0,-2,204.0,106.8,97.3,-9.5,89,0.5,,50,1,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,80,96,44,,,0,,40,0,98,26,97,,1246942,64,57,,89,0,,False,,,,,,,11,12378,30197002,201,3019700
80.17, Arron Afflalo,SG,NY,MIL,  ,17,20.67,1488.2,38.1,4.6,2.7,12.4,25.3,38.2,,,17.6,19.78,0.1,13.13,0,0,2,3,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,77,89,67,,,0,,73,0,92,31,96,,1247053,54,78,,5,0,,False,,,,,,,11,12173,30197402,201,3019740
79.91, Tony Allen,SG,MEM,BOS,  ,10,12.21,2360.0,36.5,11.4,-1.8,10.7,23.6,36.5,,,14.3,13.73,4.9,10.1,0,0,0,-9,191.5,94.3,97.3,3.0,25,-1.2,,50,2,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,30,99,62,,,0,,67,0,99,62,99,,1247005,42,74,,89,0,,False,,,,,,,11,12665,30197202,201,3019720
79.03, Zaza Pachulia,C,DAL,@MIN,  ,22,26.71,1354.6,30.7,3.1,0.8,12.3,29.8,47.1,,,16.3,20.06,-0.1,18.53,0,0,-2,1,199.0,101.8,97.3,-4.5,70,0.0,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,55,91,86,,,0,,73,0,88,27,90,,1246901,79,85,,95,0,,False,,,,,,,11,12641,30196901,201,3019690
79.0, Jamal Crawford,SG,LAC,NO,2H,14,17.05,1450.0,24.0,3.3,6.5,7.5,20.3,33.1,,,22.0,26.01,0.4,11.83,0,0,-4,-5,204.0,106.8,97.3,-9.5,89,0.5,,50,1,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,93,88,51,,,0,,57,0,90,27,91,,1246944,64,65,,99,0,,False,,,,,,,11,12514,30197002,201,3019700
78.92, Robin Lopez,C,NY,MIL,  ,10,12.21,2520.0,33.5,13.0,-4.1,8.8,25.2,41.6,,,15.9,18.79,0.1,14.35,0,0,0,-8,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,11,99,75,,,0,,62,0,99,39,99,,1247054,54,77,,89,0,,False,,,,,,,11,12198,30197402,201,3019740
78.85, Jeremy Lin,PG,CHR,@DEN,2A,19,23.09,1352.6,29.3,2.6,6.0,14.5,25.7,36.9,,,21.4,24.84,-1.1,15.82,0,0,4,-1,198.5,98.0,100.5,2.5,48,-2.0,,50,1,0.0,"Ben Taylor, Eric Dalen, James Capers",Questionable,92,94,64,,,0,,79,0,87,33,89,,1247070,58,78,,0,0,,False,,,,,,,11,12312,30197501,201,3019750
78.6, Jose Calderon,PG,NY,MIL,  ,10,12.21,1860.0,31.8,6.4,0.5,7.4,18.6,29.6,,,13.0,13.06,0.1,13.19,0,0,0,-8,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,51,99,40,,,0,,56,0,98,31,98,,1247050,54,60,,89,0,,False,,,,,,,11,12038,30197402,201,3019740
78.54, Wesley Johnson,SG,LAC,NO,2H,10,12.21,1610.0,23.8,3.9,6.5,5.0,16.1,27.2,,,14.1,16.15,0.4,11.81,0,0,0,-5,204.0,106.8,97.3,-9.5,89,0.5,,50,1,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,93,97,30,,,0,,42,0,95,26,93,,1246939,64,51,,89,0,,False,,,,,,,11,12276,30197002,201,3019700
78.5, Allen Crabbe,PG,POR,OKC,  ,13,15.84,1523.1,31.3,4.0,5.3,7.4,19.8,32.2,,,17.2,14.69,1.6,12.79,0,0,3,3,215.0,103.8,111.3,7.5,79,0.5,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,89,97,48,,,0,,56,0,93,27,93,,1247117,25,63,,1,0,,False,,,,,,,11,12445,30197602,201,3019760
77.98, Marcus Smart,PG,BOS,@MEM,  ,14,17.05,1485.7,29.6,3.8,1.9,10.0,20.8,31.6,,,18.0,17.18,-4.9,10.59,0,0,-4,-4,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,67,93,45,,,0,,65,0,92,31,93,,1246991,58,67,,99,0,,False,,,,,,,11,12548,30197201,201,3019720
77.41, Kelly Olynyk,C,BOS,@MEM,  ,16,19.46,1393.8,28.6,2.8,3.4,8.5,22.3,36.1,,,20.0,19.88,-4.9,15.87,0,0,6,2,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,80,97,62,,,0,,62,0,89,27,90,,1246989,58,70,,0,0,,False,,,,,,,11,12462,30197201,201,3019720
76.24, Patrick Beverley,PG,HOU,IND,  ,12,14.63,1766.7,28.2,6.6,-3.8,10.2,21.2,32.2,,,15.9,15.96,-0.3,11.75,0,0,-2,-4,207.0,104.3,102.8,-1.5,81,1.0,,50,3,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,13,98,48,,,0,,66,0,98,38,98,,1247027,53,67,,95,0,,False,,,,,,,11,12257,30197302,201,3019730
76.2, Jrue Holiday,PG,NO,@LAC,  ,19,23.09,1336.8,30.3,2.3,2.1,13.8,25.4,37.0,,,25.2,24.83,-0.4,17.86,0,0,2,-6,204.0,97.3,106.8,9.5,43,-1.0,,50,2,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,69,90,64,,,0,,78,0,87,31,89,,1246923,36,78,,5,0,,False,,,,,,,11,12240,30197001,201,3019700
75.61, Enes Kanter,C,OKC,@POR,  ,16,19.46,1306.3,24.0,1.4,2.9,6.2,20.9,35.6,,,21.0,19.96,-1.6,23.99,0,0,0,-5,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,78,95,60,,,0,,48,0,86,25,85,,1247100,75,67,,89,0,,False,,,,,,,11,12321,30197601,201,3019760
75.38, Dion Waiters,SG,OKC,@POR,  ,10,12.21,1480.0,23.7,2.6,4.8,3.2,14.8,26.4,,,17.9,17.68,-1.6,9.69,0,0,-6,-9,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,87,97,27,,,0,,33,0,92,25,89,,1247102,75,47,,99,0,,False,,,,,,,11,12372,30197601,201,3019760
75.07, Amir Johnson,PF,BOS,@MEM,  ,12,14.63,1475.0,22.4,3.1,1.0,5.1,17.7,30.3,,,13.7,15.0,-4.9,15.46,0,0,-2,-6,191.5,97.3,94.3,-3.0,43,-0.2,,50,3,0.2,"Ed Malloy, Eric Lewis, J.T. Orr",,58,99,43,,,0,,43,0,92,26,90,,1246978,58,57,,95,0,,False,,,,,,,11,12035,30197201,201,3019720
75.02, Chandler Parsons,SF,DAL,@MIN,  ,19,23.09,1242.1,31.1,0.5,6.4,11.3,23.6,35.9,,,18.4,20.29,-0.1,11.27,0,0,6,0,199.0,101.8,97.3,-4.5,70,0.0,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,93,94,61,,,0,,69,0,83,28,82,,1246898,79,74,,0,0,,False,,,,,,,11,12350,30196901,201,3019690
75.02, Robert Sacre,C,LAL,UTA,  ,10,12.21,1660.0,23.1,4.4,0.4,2.3,16.6,30.9,,,,14.7,-5.3,,0,0,0,-3,192.0,94.8,97.3,2.5,28,-1.5,,50,2,0.1,"Brett Nansel, John Goble, Kevin Scott",,51,88,44,,,0,,28,0,97,0,95,,1247145,27,53,,89,0,,False,,,,,,,11,12418,30197702,201,3019770
74.67, Iman Shumpert,SG,CLE,@PHI,  ,10,12.21,1910.0,28.9,6.9,-5.0,9.2,19.1,29.0,,,14.4,14.85,4.6,11.61,0,0,-7,-7,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,8,99,37,,,0,,63,0,98,42,98,,1246951,80,61,,100,0,,False,,,,,,,11,12335,30197101,201,3019710
74.31, Clint Capela,PF,HOU,IND,  ,18,21.88,1238.9,24.7,0.4,6.1,5.2,22.3,39.4,,,14.6,16.88,-0.3,19.11,0,0,2,8,207.0,104.3,102.8,-1.5,81,1.0,,50,3,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,92,96,71,,,0,,43,0,82,0,82,,1247032,53,70,,5,0,,False,,,,,,,11,12572,30197302,201,3019730
73.98, Roy Hibbert,C,LAL,UTA,  ,10,12.21,1570.0,24.9,3.5,0.4,3.1,15.7,28.3,,,12.8,12.0,-5.3,11.91,0,0,-6,-12,192.0,94.8,97.3,2.5,28,-1.5,,50,2,0.1,"Brett Nansel, John Goble, Kevin Scott",,51,99,34,,,0,,32,0,94,25,92,,1247144,27,50,,99,0,,False,,,,,,,11,12200,30197702,201,3019770
73.7, Nik Stauskas,SG,PHI,CLE,2H,10,12.21,1410.0,24.1,1.9,4.7,3.9,14.1,24.3,,,15.9,15.92,-4.6,7.58,0,0,0,0,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,87,97,23,,,0,,38,0,89,25,87,,1246972,20,45,,89,0,,False,,,,,,,11,12533,30197102,201,3019710
72.92,Raul Neto,PG,UTA,@LAL,2A,10,12.21,1400.0,23.7,1.8,5.9,2.8,14.0,25.2,,,17.4,18.68,5.3,10.2,0,0,0,0,192.0,97.3,94.8,-2.5,43,-0.5,,50,1,0.1,"Brett Nansel, John Goble, Kevin Scott",,92,89,25,,,0,,31,0,89,0,86,,1247136,73,45,,89,0,,False,,,,,,,11,22390,30197701,201,3019770
72.88, Shabazz Muhammad,SF,MIN,DAL,  ,10,12.21,1700.0,25.4,4.8,-3.6,4.9,17.0,29.1,,,18.9,18.25,0.1,15.16,0,0,0,-10,199.0,97.3,101.8,4.5,43,-0.5,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,14,99,37,,,0,,41,0,97,26,96,,1246910,21,55,,89,0,,False,,,,,,,11,12476,30196902,201,3019690
72.37, Gary Harris,SG,DEN,CHR,  ,11,13.42,1518.2,27.4,3.3,-1.2,6.7,16.7,26.7,,,16.0,15.63,1.1,11.23,0,0,0,1,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,38,97,28,,,0,,51,0,93,29,91,,1247089,42,54,,89,0,,False,,,,,,,11,12531,30197502,201,3019750
72.23, Hollis Thompson,SG,PHI,CLE,2H,10,12.21,1350.0,21.9,1.3,4.7,2.8,13.5,24.2,,,14.9,15.47,-4.6,8.4,0,0,0,-5,206.0,95.3,111.3,16.0,32,0.3,,50,1,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,87,97,23,,,0,,31,0,87,0,85,,1246968,20,44,,89,0,,False,,,,,,,11,12420,30197102,201,3019710
72.23, George Hill,PG,IND,@HOU,  ,20,24.29,1260.0,34.7,0.9,3.5,13.9,25.2,36.5,,,15.8,17.01,0.3,13.25,0,0,-6,-12,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,81,46,62,,,0,,78,0,83,30,84,,1247013,47,77,,99,0,,False,,,,,,,11,12209,30197301,201,3019730
72.1, Nikola Jokic,C,DEN,CHR,  ,10,12.21,1700.0,18.5,4.8,-6.1,4.9,17.0,29.1,,,19.4,17.41,1.1,20.72,0,0,-2,0,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,5,99,37,,,0,,41,0,97,26,96,,1247091,42,55,,95,0,,False,,,,,,,11,12576,30197502,201,3019750
72.03, Lavoy Allen,C,IND,@HOU,  ,10,12.21,1690.0,22.6,4.7,-4.8,2.5,16.9,31.3,,,12.6,13.87,0.3,11.16,0,0,0,0,207.0,102.8,104.3,1.5,75,0.5,,50,2,-0.1,"Josh Tiven, Lauren Holtkamp, Monty McCutchen",,8,97,45,,,0,,28,0,97,0,96,,1247017,47,54,,89,0,,False,,,,,,,11,12357,30197301,201,3019730
70.4, Kevin Garnett,PF,MIN,DAL,  ,10,12.21,1270.0,16.4,0.5,7.0,2.5,12.7,23.5,,,11.6,11.41,0.1,13.65,0,0,0,-6,199.0,97.3,101.8,4.5,43,-0.5,,50,2,0.0,"Dedric Taylor, Derek Richardson, Mike Callahan",,94,91,22,,,0,,28,0,84,0,82,,1246917,21,42,,89,0,,False,,,,,,,11,12674,30196902,201,3019690
70.38, Paul Pierce,SF,LAC,NO,2H,12,14.63,1566.7,22.3,4.2,-4.5,6.6,18.8,31.0,,,15.0,20.79,0.4,8.14,0,0,2,-7,204.0,106.8,97.3,-9.5,89,0.5,,50,1,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,9,97,44,,,0,,50,0,94,27,94,,1246934,64,60,,5,0,,False,,,,,,,11,12121,30197002,201,3019700
70.35, Langston Galloway,SG,NY,MIL,  ,10,12.21,1310.0,18.2,0.9,2.7,2.2,13.1,24.0,,,15.0,16.85,0.1,12.67,0,0,0,-12,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,77,96,23,,,0,,27,0,86,0,84,,1247061,54,43,,89,0,,False,,,,,,,11,12587,30197402,201,3019740
70.21, Jusuf Nurkic,C,DEN,CHR,  ,14,17.05,1407.1,18.5,2.7,-6.1,2.7,19.7,36.7,,,,22.54,1.1,,0,0,-2,-2,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,5,99,63,,,0,,30,0,89,0,90,,1247090,42,63,,95,0,,False,,,,,,,11,12573,30197502,201,3019750
70.2, Maurice Harkless,SF,POR,OKC,  ,10,12.21,1500.0,22.8,2.8,-1.6,3.5,15.0,26.5,,,14.2,13.22,1.6,11.44,0,0,0,0,215.0,103.8,111.3,7.5,79,0.5,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,32,95,28,,,0,,35,0,93,25,90,,1247116,25,47,,89,0,,False,,,,,,,11,12383,30197602,201,3019760
70.1, Spencer Hawes,PF,CHR,@DEN,2A,10,12.21,1490.0,18.0,2.7,-1.0,3.3,14.9,26.5,,,17.1,16.74,-1.1,11.26,0,0,0,0,198.5,98.0,100.5,2.5,48,-2.0,,50,1,0.0,"Ben Taylor, Eric Dalen, James Capers",,38,91,28,,,0,,34,0,92,25,90,,1247067,58,47,,89,0,,False,,,,,,,11,12164,30197501,201,3019750
69.29, Omer Asik,C,NO,@LAC,  ,10,12.21,1270.0,18.9,0.5,5.2,0.3,12.7,25.1,,,8.9,7.53,-0.4,7.59,0,0,0,-8,204.0,97.3,106.8,9.5,43,-1.0,,50,2,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,88,91,25,,,0,,13,0,84,0,82,,1246921,36,42,,89,0,,False,,,,,,,11,12216,30197001,201,3019700
69.24, JJ Redick,SG,LAC,NO,2H,19,23.09,1152.6,28.8,-1.2,6.5,8.7,21.9,35.1,,,20.7,21.9,0.4,18.49,0,0,4,-2,204.0,106.8,97.3,-9.5,89,0.5,,50,1,0.0,"Brent Barnaky, Dedric Taylor, Derek Richardson, Leon Wood, Marc Davis, Mike Callahan",,93,89,59,,,0,,62,0,74,26,74,,1246935,64,69,,0,0,,False,,,,,,,11,12138,30197002,201,3019700
69.23, Andre Roberson,SG,OKC,@POR,  ,10,12.21,1250.0,20.1,0.3,4.8,2.0,12.5,23.0,,,9.8,9.23,-1.6,10.35,0,0,0,0,215.0,111.3,103.8,-7.5,96,1.0,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,87,91,21,,,0,,26,0,83,0,82,,1247103,75,41,,89,0,,False,,,,,,,11,12446,30197601,201,3019760
69.12, Mason Plumlee,C,POR,OKC,  ,17,20.67,1223.5,21.6,0.1,-1.2,4.7,20.8,36.9,,,17.3,19.94,1.6,16.54,0,0,-6,4,215.0,103.8,111.3,7.5,79,0.5,,50,2,-0.1,"Curtis Blair, Derrick Collins, Scott Foster",,38,90,64,,,0,,41,0,82,0,81,,1247119,25,67,,99,0,,False,,,,,,,11,12465,30197602,201,3019760
69.11, Jeff Withey,C,UTA,@LAL,2A,14,17.05,1271.4,18.9,0.8,1.0,2.9,17.8,32.7,,,14.3,16.72,5.3,18.9,0,0,4,4,192.0,97.3,94.8,-2.5,43,-0.5,,50,1,0.1,"Brett Nansel, John Goble, Kevin Scott",,58,97,49,,,0,,31,0,84,0,84,,1247129,73,57,,0,0,,False,,,,,,,11,12461,30197701,201,3019770
68.96, Darrell Arthur,PF,DEN,CHR,  ,10,12.21,1450.0,19.7,2.3,-1.9,3.2,14.5,25.8,,,16.8,17.73,1.1,13.13,0,0,0,0,198.5,100.5,98.0,-2.5,63,-0.5,,50,2,0.0,"Ben Taylor, Eric Dalen, James Capers",,29,99,26,,,0,,33,0,90,25,89,,1247083,42,46,,89,0,,False,,,,,,,11,12210,30197502,201,3019750
68.78, Derrick Williams,PF,NY,MIL,  ,10,12.21,1320.0,16.0,1.0,1.5,1.6,13.2,24.4,,,22.7,23.41,0.1,18.46,0,0,0,-6,197.5,101.5,96.0,-5.5,69,-2.0,,50,2,-0.2,"Bill Kennedy, David Guthrie, Eli Roe",,62,97,24,,,0,,22,0,86,0,84,,1247057,54,43,,89,0,,False,,,,,,,11,12320,30197402,201,3019740
68.48, Timofey Mozgov,C,CLE,@PHI,  ,10,12.21,1320.0,16.6,1.0,1.5,1.8,13.2,24.6,,,16.2,15.62,4.6,13.09,0,0,0,-10,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,62,93,24,,,0,,24,0,86,0,84,,1246948,80,43,,89,0,,False,,,,,,,11,12310,30197101,201,3019710
68.24, Anthony Brown,SF,LAL,UTA,  ,10,12.21,1230.0,22.1,0.1,4.1,2.1,12.3,22.5,,,,15.3,-5.3,,0,0,0,0,192.0,94.8,97.3,2.5,28,-1.5,,50,2,0.1,"Brett Nansel, John Goble, Kevin Scott",,84,91,19,,,0,,27,0,82,0,81,,1247139,27,40,,89,0,,False,,,,,,,11,12052,30197702,201,3019770
68.17, J.R. Smith,SG,CLE,@PHI,  ,17,20.67,1282.4,25.7,1.1,-5.0,9.9,21.8,33.9,,,17.6,22.61,4.6,12.48,0,0,-4,-4,206.0,111.3,95.3,-16.0,96,1.8,,50,2,0.2,"Mark Lindsay, Scott Twardoski, Tony Brothers",,8,92,54,,,0,,65,0,84,28,84,,1246959,80,69,,99,0,,False,,,,,,,11,12662,30197101,201,3019710
